,article_title,text,relevant,relevant_kristen,mismatch,predicted0,predicted
958,Not so flash with cash - Money Letter.,"From Mr Peter Ruck Sir, Is banking the only industry where technology is having an adverse effect? When querying why I had been charged £5.84 interest on my credit card statement I was told that my payment had been two days late.

I protested that I had paid it into a branch of the company's own bank on the due date in cash but was advised that this was too late. It transpires that the bank requires four days to clear cash, two days for a Switch payment and a whopping eight to ten days for a cheque. Incompetence or pure greed?
Yours faithfully, PETER RUCK, Garden House, Guildford Road, Abinger Hammer, Dorking, Surrey, RH5 6QA.  (c) Times Newspapers Ltd, 2002. ",0,,,0.0,0
965,Intelligent.com Announces Best Colleges In North Carolina for 2021,"
Degree holders gain increased earning potential with career opportunities upon graduation from these top ranked institutions. 
 

SEATTLE, March 15, 2021 /PRNewswire-PRWeb/ -- Intelligent.com, a trusted resource for online degree rankings and higher education planning, has announced the Top 49 Colleges In North Carolina for 2021. The comprehensive research guide is based on an assessment of 197 accredited colleges and universities in the nation. Each program is evaluated based on curriculum quality, graduation rate, reputation, and post-graduate employment.
The 2021 rankings are calculated through a unique scoring system which includes student engagement, potential return on investment and leading third party evaluations. Intelligent.com analyzed 197 schools, on a scale of 0 to 100, with only 49 making it to the final list. The methodology also uses an algorithm which collects and analyzes multiple rankings into one score to easily compare each school.  To access the complete ranking, please visit: https://www.intelligent.com/best-colleges-in-north-carolina/  2021 Colleges In North Carolina featured on Intelligent.com (in alphabetical order):  Appalachian State University  Barton College  Belmont Abbey College  Brevard College  Campbell University  Catawba College  Davidson College  Duke University  East Carolina University  Elizabeth City State University  Elon University  Fayetteville State University  Gardner-Webb University  Greensboro College  Guilford College  High Point University  Johnson C Smith University  Lees-McRae College  Lenoir-Rhyne University  Livingstone College  Mars Hill University  Meredith College  Methodist University  Mid-Atlantic Christian University  Montreat College  North Carolina A&T State University  North Carolina Central University  North Carolina State University  North Carolina Wesleyan College  Pfeiffer University  Piedmont International University  Queens University, Charlotte  Saint Andrews University  Salem College  Shaw University  University of Mount Olive  University of North Carolina School of the Arts  University of North Carolina, Asheville  University of North Carolina, Chapel Hill  University of North Carolina, Charlotte  UNC Greensboro  University of North Carolina, Pembroke  University Of North Carolina, Wilmington  Wake Forest University  Warren Wilson College  Western Carolina University  William Peace University  Wingate University  Winston-Salem State University  About Intelligent.com  Intelligent.com provides unbiased research to help students make informed decisions about higher education programs. The website offers curated guides which include the best degree programs as well as information about financial aid, internships and even study strategies. With comprehensive, user-friendly guides and hundreds of program rankings, Intelligent.com is a trusted source among students and prospective students. To learn more, please visit https://www.intelligent.com/.  Media Contact  Jase Beard, Intelligent.com, (800) 856-4908, jasebeard@intelligent.com  SOURCE Intelligent.com  (END)",0,,,0.0,0
966,Yorkshire Building Society releases first-time buyer super deals,"As the government unveils plans for a 5 per cent deposit, first-time buyers are in luck at Yorkshire Building Society.

Yorkshire Building Society have released first-time buyer super deals that will help those who are desperate to get a foothold into the property ladder.
It's been an increasing issue for younger generations who have seen higher rent and lower wages.  Yet now, even for those with a small deposits, there are more opportunities and benefits.  To get the latest email updates from Yorkshire Live,  click here  .  The Yorkshire Building Society has now launched two new mortgages exclusively for those taking their first step on the property ladder.  The society will now be giving the option for new fee-free mortgages at 90% loan to value LTV.  Both mortgages come with free standard valuation and £1,000 cashback.  Ben Merritt, senior mortgage manager at Yorkshire Building Society, said: “First-time buyers are the lifeblood of the housing market and we’re committed to supporting them to help people realise their homeownership ambitions.  “These new mortgages have been designed for first-time buyers looking for low upfront costs and who would value £1,000 cashback.  Search for houses for sale or rent near you  ""Buying your first house is a thrilling but expensive milestone, so we’ve included a significant cashback on completion incentive to help people make their first house a home.  “We’ve also made changes to benefit all borrowers requiring 90% LTV, and are offering a number of competitive rates, incentives and completion fees to give people more options and allow them to tailor their mortgage to meet their needs.”  Yorkshire Building Society's two-year fixed rate mortgage for first-time buyers comes with a rate of 3.54%, while those looking for a longer term deal can choose a five-year fixed rate of 3.64%.  Borrowers with smaller deposits will also benefit from a number of other improved mortgages announced by Yorkshire Building Society.  The important points include  * Two-year fixed rate mortgage at 3.10%, which comes with a £995 completion fee and free standard valuation  * Two-year fixed rate mortgage at 3.39%, which comes with a £495 completion fee, free standard valuation and £750 cashback",0,,,0.0,0
970,New loans provide a different property option  ,"HOMEBUYERS are about to be offered loans worth more than the property they intend to buy.  

Borrowers who opt for a Head Start Shared Equity loan from Mobius Financial Services will be offered loans worth between 2 and 5 per cent more than the property they want to buy, in return for sharing any capital gains with the lender.  
Mobius Financial Services is a subsidiary of Wizard Home Loans and the loan will be made available at Wizard Home Loans from late November.    The loan, available to owner-occupiers only, will help homebuyers pay for transaction costs such as legal fees, stamp duty and mortgage insurance as well as the property.    The funds for transaction costs do not need to be repaid until the loan is discharged.    But borrowers will have to share between 20 and 50 per cent of any capital gain with the lender the proportion will depend on how much is borrowed to pay for transaction costs.    Borrowers will be charged a variable rate of 7.69 per cent on the amount they borrow to pay for the property (not the money borrowed to pay for transaction costs).    It is likely the new loans will appeal to first-home buyers and recently divorced people.    Wizard Home Loans executive chairman Mark Bouris said the new loan would allow more people to enjoy the benefits of home ownership.    ""We've done analysis that shows that in a property market with steady price growth, unlike what we've seen in the past five years, a person who borrows 102 per cent of the purchase price comes out ahead of a renter who waits to save up a deposit and buy in three years time,"" Mr Bouris said.    For more information, visit    www.wizard.com.au.  ",1,,,0.0,0
984,Barron's Mailbag: No Relief in Debt  ,"To the Editor:  

The Editorial Commentary of Dec. 5, ""Indebted to Debt,"" concludes that the bloated credit-card balances of America's families are ""a necessary evil"" that enable people to ""survive financial mishaps."" With all due respect, that is like saying another hit of heroin will enable an addict to have a good day. To rationalize credit-card debt as necessary misses the bigger problem: Average Americans are consuming way beyond their means. They spend because they believe they need a car that makes them adventurous, jewelry that makes them attractive, and that a 42-inch high-definition plasma television is a necessity. Americans spend because they buy what advertisers are selling, and they want it now.  
Don Allen Wilks    Euless, Texas    To the Editor:    Thanks for pointing out that the overwhelming majority of borrowers use debt responsibly and for important purchases, not just whimsical consumption. The commentary also brought to mind a statement by the late real-estate developer William Zeckendorf who, when asked about credit limits accompanied by lower interest rates, said something like: ""Better to be alive at 18% than dead at 12%"".    Don Hague    Silver Spring, Md.    ---    For Barron's subscription information call 1-888-BARRONS ext. 685 or inquire online at  http://www.barronsmag.com/subscription/subscription.html .  ",1,,,0.0,0
990,"Press Release: Independence Realty Trust, Inc. Completes 2017 Investment Activity","Independence Realty Trust, Inc. Completes 2017 Investment Activity 


PHILADELPHIA--(BUSINESS WIRE)--January 05, 2018-- 
Independence Realty Trust, Inc. (NYSE: IRT) (""IRT"") (the ""Company"") today announced the completion of its previously disclosed capital recycling program, and the closing of the remaining three properties in the nine-community portfolio acquisition announced in September 2017.       -- On November 28, 2017, IRT completed the final disposition of four Class C        communities held for sale, totaling 1,306 units. By fully executing on        its Class C capital recycling plan, IRT now solely owns and operates        Class B and Class A properties. The four dispositions totaled $86.8        million, and IRT expects to recognize a total gain of approximately $19.2        million, including $3.2 million from the sale of the final community in        the fourth quarter of 2017.       -- On January 3, 2018, IRT completed the acquisition of the nine-community        portfolio, initially announced on September 5, 2017. The first of the        three remaining communities closed on December 12, 2017, with the last        two communities closing on January 3, 2018. These three communities        represent 1,004 units in total. IRT assumed $58.5 million of property        level debt in association with these acquisitions. This portfolio        capitalizes on IRT's presence in core markets such as Columbus, OH,        Indianapolis, IN, and Atlanta, GA.   ""The completion of these transactions reinforces IRT's approach to opportunistic and accretive portfolio transformation initiatives,"" said Scott Schaeffer, Chairman and CEO of IRT. ""IRT recycled almost $87 million of capital in 2017, and upgraded our portfolio with high-quality, middle-market communities located in our core markets. Furthermore, IRT completed a nine-community portfolio acquisition that aligns with our existing portfolio, unlocking economies of scale in integral markets. Looking forward, we plan to continue to evaluate our portfolio for opportunities to recycle capital while working to optimize our presence in core and target markets.""  About Independence Realty Trust, Inc.  Independence Realty Trust (NYSE: IRT) is a real estate investment trust that owns and operates 54 multifamily apartment properties, totaling 14,733 units, across non-gateway U.S. markets, including Atlanta, Louisville, Memphis, and Raleigh. IRT's investment strategy is focused on gaining scale within key amenity rich submarkets that offer good school districts, high-quality retail and major employment centers. IRT aims to provide stockholders attractive risk-adjusted returns through diligent portfolio management, strong operational performance, and a consistent return of capital through distributions and capital appreciation.  Forward-Looking Statements  This press release may contain certain forward-looking statements within the meaning of Section 27A of the Securities Act of 1933, as amended, and Section 21E of the Securities Exchange Act of 1934, as amended. Such forward-looking statements can generally be identified by our use of forward-looking terminology such as ""will,"" ""strategy,"" ""expects,"" ""seeks,"" ""believes,"" ""potential,"" or other similar words. Because such statements include risks, uncertainties and contingencies, actual results may differ materially from the expectations, intentions, beliefs, plans or predictions of the future expressed or implied by such forward-looking statements. These forward-looking statements are based upon the current beliefs and expectations of IRT's management and are inherently subject to significant business, economic and competitive uncertainties and contingencies, many of which are difficult to predict and generally not within IRT's control. In addition, these forward-looking statements are subject to assumptions with respect to future business strategies and decisions that are subject to change. These risks, uncertainties and contingencies include, but are not limited to, those disclosed in IRT's filings with the Securities and Exchange Commission. IRT undertakes no obligation to update these forward-looking statements to reflect events or circumstances after the date hereof or to reflect the occurrence of unanticipated events, except as may be required by law.  View source version on businesswire.com: http://www.businesswire.com/news/home/20180105005173/en/          CONTACT:    For Independence Realty Trust, Inc.   Edelman Financial Communications & Capital Markets  Ted McHugh and Lauren Tarola, 212-277-4322  IRT@edelman.com  5 Jan 2018 08:00 ET *Independence Realty Trust Sees $19.2 Million Gain From Property Dispositions  (MORE TO FOLLOW) Dow Jones Newswires (212-416-2800)  January 05, 2018 08:00 ET (13:00 GMT)",0,,,0.0,0
998,NHS staff opting out of pensions,"CONCERNS have been raised over an ""epidemic"" of workers opting out of the NHS pension scheme.

Workers who opt out could be giving up pensions worth around nine times what they save, Royal London warned.
It said a recent Freedom of Information (FOI) request by the Health Service Journal found nearly a quarter of a million (245,561) NHS staff had opted out of the NHS pension scheme in the past three years.  A nurse earning £25,000 annually who opted out for a year could save £1,420 by doing so. But it would cost a lump sum of around £13,000 - roughly nine times the £1,420 saving - to fill the pension hole caused by that one year of lost pension in retirement, Royal London said.  When people opt out they also give up large employer contributions into their pension pot.  Sir Steve Webb, a former pensions minister who is now director of policy at Royal London, said: ""The NHS as an employer needs to take urgent action to tackle this epidemic of pension opt-outs.  ""All public sector workers have faced a squeeze on their takehome pay in recent years, but it is in the NHS where this has translated into shockingly high numbers of people leaving the pension scheme.""",1,,,1.0,1
1012,"Compensation scheme 'let down 82,000 pensioners'","Government rules punish many whose old employers went bust. Ruth Emery reports

THOUSANDS of workers whose final salary pensions fell into a government-backed compensation scheme have had their payments frozen for life — even though younger members are enjoying annual increases.
A Sunday Times investigation has discovered that due to a quirk in the compensation rules, more than 82,000 pensioners are being denied a full annual rise, with almost half suffering completely frozen payments in retirement.  Peter Sellers from Saddleworth in Oldham, Greater Manchester, worked for the construction group Dew Pitchmastic (formerly G Dew & Co) for 46 years. It was written into the terms of his pension scheme that he would receive 3% annual uplifts when he retired, to help keep pace with inflation. But after his scheme tipped into the Pension Protection Fund (PPF) in 2010, he was shocked to find he would not receive any increases.""This freezing of the annual rise is unfairly and unjustly directed at older and the most vulnerable members only,"" he said. The 82-year-old called the rules, which are imposed on the PPF by the Department for Work and Pensions (DWP), ""draconian"" and ""distressing"".  The PPF was set up in 2005 to offer protection to members of generous defined-benefit schemes — which include final salary and career average plans — that are underfunded and whose employers are facing insolvency. So far, 754 schemes have been transferred to the PPF; some of the largest include UK Coal (July 2013) and Monarch Airlines (October 2014). Scheme members who are already receiving a pension typically enjoy 100% compensation from the PPF, with no upper limit. Those who have not yet retired, or who retired before reaching their scheme's normal pension age when their employer went bust, generally receive 90% of their pension. This is subject to a cap — currently £36,401 a year at the age of 65 (£32,761 when the 90% level is applied).  However, while pensioners continue to enjoy the same payments they received before their old employer went bust, they also suffer from a rule that means their pension may not increase each year.  Pension benefits built up from employment before April 1997 are not raised annually. This is because, before this date, schemes were not required by law to make inflation-related increases to pensions in payment, and, says the government, applying the same criterion to the PPF helps ensure that compensation does not exceed what the scheme would have originally provided.  According to a response to a Freedom of Information request, 82,201 PPF members have pre-1997 service, of whom 37,903 have pensions that were accrued only before April 1997. Their payments are frozen; those with a mix of pre and post-1997 work will have their annual uplifts reduced.  The uplift for pensionable service from April 2007 is based on inflation, subject to a maximum of 2.5% a year. For example, if a member received £12,000 a year from the PPF in 2010 and was not allowed annual increases, they would have lost more than £300 a year since then if the full 2.5% rise had been applied, and a total loss to date of £1,254.  Sellers is fighting to get the PPF rules changed. ""I recently heard of a quarry manager with my old company who, prior to his death at 87 in 2013, was upset at his treatment after many years of loyal service and concerned about the reduced and frozen pension he was leaving for his wife,"" he said.  Sellers took his pension from Dew in 1994 and, after setting up his own company, only fully retired in 2013. Over the past three years he has written to the PPF, the pensions minister Steve Webb, his own MP, Debbie Abrahams, as well as Nick Clegg and Ed Miliband, to highlight ""blatant age discrimination"".  Faith Dickson, a partner at the pensions law firm Sackers, said: ""I always thought the PPF could be age discriminatory because the compensation system affects different age groups disproportionately. The PPF thinks it is protecting older members as they get 100% of their pensions if they are already retired, but many don't get annual increases.""  The DWP said: ""PPF compensation is increased in line with the legislation that applied to a member's original pension. Entitlement to indexation of compensation is not based on someone's age.""  Webb announced last summer that PPF members, who have not yet retired and belonged to a pension scheme for more than 20 years, would see annual limits increase 3% for every year of service after this landmark, up to a maximum of £63,000. The change has not yet come into effect.  The PPF has a surplus of £2.4bn. It is funded by a levy on pension schemes but hopes to be self-sufficient by 2030.",0,,,0.0,0
1026,Pa. voters to be asked: Is 70=plus too old fora judge?,"HARRISBURG - Would judges in their early 70s be too old? That question is now headed to Pennsylvania voters.

Having just elected three justices to the state's highest court this month, they will be asked to approve or reject a proposed constitutional amendment to raise the mandatory judicial retirement age from 70 to 75.
The Senate approved the measure Monday, joining the House in passing it in two consecutive legislative sessions - a requirement for a constitutional amendment. Voters are expected to consider the proposal in a referendum next year.  If passed, the retirement age would apply to all of the state's approximately 1,000 judges.  ""This is an issue that is happening not just in Pennsylvania, but around the country,"" said Lynn Marks, executive director of Pennsylvanians for Modern Courts, a nonpartisan advocacy group that supports the amendment. ""More and more states are considering extending their age, and some states have eliminated their retirement age altogether.""  The referendum could have immediate implications. Three current Supreme Court justices - J. Michael Eakin, Thomas Saylor, and Max Baer - turn 70 in the next three years. A change in mandatory retirement age could extend their tenures or open the door for them to seek reelection.  Marks said recent scandals involving some Pennsylvania judges might persuade voters to vote against extending the age limit. Eakin, for example, is embroiled in a controversy over sending or receiving offensive emails.  ""It is important to have a strong discipline system to remove unfit judges of any age,"" Marks said.  Extending the retirement age to 75 reflects the reality that people work and live longer while continuing to allow opportunities for younger judges to bring ""ideas and energy"" with some regularity, she said.  The U.S. Supreme Court has no mandatory retirement age. Of its nine justices, four are older than 75.  mnussbaum@philly.com  610-313-8114  @MatthewNussbaum  electnext",0,,,1.0,1
1030,Money saving expert Martin Lewis reveals he's still ‘deeply scarred’ by his mother’s death 35 years on – and says he struggles to ‘remember anything but the pain’,"* Martin Lewis, 46, from Manchester, sadly lost his mother aged 11 years old

* The MoneySavingExpert claims his childhood 'died' when he lost his parent
* He found nobody spoke about the incident when he returned to school next day  * He's partnered with Grief Encounter to launch hotline for grieving children  Martin Lewis has revealed he still struggles to cope with his late mother's death and is 'deeply scarred' by the loss.  The MoneySavingExpert, 46, from Manchester, appeared on Loose Women today to discuss how he tragically lost his mum just before his 12th birthday, after she was involved in a horrific accident while horse riding with his sister.  In an emotional interview, Martin admitted he found it difficult to open up about the ordeal for decades, but after teaming up with the charity Grief Encounter, he hopes people will be able deal with grief better than he did.  'I am still now 35 years later deeply scarred,' he told the panel. 'It was a defining point in my life. It changed the way I act and behave. It was devastating. 'We didn’t know what to do. It was the mid 80s you didn’t do that type of thing. My father, my sister and I were incredibly wounded for such a long time.'  And his honesty touched a lot of hearts, with many viewers insisting his late mother would be 'proud' of him.  'Loose Women was a hard watch today,' penned one social media user. 'Martin Lewis you are truly fantastic. Your mom would be so proud.'  Today, the charity has launched a grief talk helpline to encourage children or parents to open up about their loss and to receive guidance in return - something close to Martin's heart.  Martin, who often gives advice on This Morning, revealed what made the death harder to come to terms with was that nobody at school even acknowledged the ordeal.  Speaking honestly on Loose Women today, he said: 'When I walked back to the classroom nobody said anything to me, and it was like it didn’t happen. It was as if I never had a mother who I had just lost.'  The expert is now a patron for Grief Encounter, but he admits he was reluctant at first.  'A few years ago Grief Encounter charity asked me to become a patron...initially I said no because I didn’t want to expose why I was relevant to be a patron,' he said.  'But I then agreed to be a patron, and then last year on Mother's day was the only time I agreed to talk about [on Radio 5 Live].  He continued: 'It was cathartic. I had a romantic break away with my wife, and I had tens and thousands of messages. It was like coming out of the grief closet. Talking about it is helpful. I am better at it now.  'I couldn’t even tell anyone what I had been through, but I can now admit it. When Grief Encounter had told me they wanted to set up a helpline I said, 'Let's do it. I'll pay for it.'  'It's free, it's confidential and it’s not just phones - it's online, chat and texts. We would like them to do it with parental permission, but you can pick it up and call and there will be someone to offer advice and guidance.'  And social media was flooded with messages in support of Martin Lewis - and many viewers commended him for opening up on such a sensitive topic.  'Felt very sad for Martin Lewis on #LooseWomen today,' wrote one. 'He is doing a great thing with the help line for others going through the loss of a parent as he did. The panel were visibly affected by his emotion and it was so sad.'  Another penned: 'This conversation with Martin Lewis, talking about losing his mum at age eleven is so moving. His devastation is palpable. It is so difficult for him to talk about and almost painful to watch. Brave man.'  A separate viewer empathised: '#Martin Lewis, very brave and heartfelt interview. I can totally understand all that you said as I lost my mum 27 years ago very suddenly when I was a teenager. I didn't really have anyone to talk to and I had to grow up overnight.'  Martin also admitted he found it hard to speak about his mother's death with his family, and it is only in recent years that he has been more open about it.  'I didn't talk to my father or sister about it because none of us could cope with this sudden change to our lives,' he explained. 'The next day she was gone.'  However, Martin - who has six-year-old daughter Sapphire with his wife Lara Lewington - is trying to teach himself to remember his 'wonderful' parent, rather than the pain he felt at a young age.  'I struggle to remember anything other than the pain,' he said. 'I am trying to remember the wonderful person I lost, not remember that I lost a wonderful person.'  'One of the lessons I learnt is that you feel guilty about feeling happy. Actually my philosophy now is you grab every moment of happiness you can possibly have.  He added: 'My mum was 35, she was so much younger than I am now when she went. I think God forbid something happens to me. The last thing I would want is the people who you love to be constantly upset and miserable and sad.'  'What we have to remember when we go through grief is how we want someone to remember us, we want them to miss us, and want them to care, but we wouldn't want them to be miserable and upset. They are things you can't see when the horrible fog of blackness is around you.'  Martin hopes his latest partnership and the new talk helpline will help others who have loved and lost.  'My message here is that I hope someone in my position in 35 years time, although you can't cure grief, won't have scars of the depth I do.'  Martin was touched by the positive response to his appearance on the daytime show.  He tweeted: 'Thank you for all the kind words about my appearance on #loosewomen. I can't respond to them all but they are touching.  'Still a little bit shaken. So taking a little bit of time out. Hopefully my @itvmlshow team won't be too annoyed if I'm a little late for our meet.'",0,,,0.0,0
1031,"Bush admits intel on Iraq `turned out to be wrong'; While taking responsibility, he maintains war was the right call","WASHINGTON - In an admission ahead of today's elections in Iraq, President Bush on Wednesday took responsibility for deciding to invade the country based on intelligence that later proved to be flawed. But he said he still believes ousting Saddam Hussein was justified.

""It is true that much of the intelligence turned out to be wrong,"" Bush said in the last of four speeches before today's Iraqi parliamentary elections. ""As president, I'm responsible for the decision to go into Iraq, and I'm also responsible for fixing what went wrong by reforming our intelligence capabilities.""
Declaring that Saddam was a threat the world is better off without, Bush said, ""We are in Iraq today because our goal has always been more than the removal of a brutal dictator; it is to leave a free and democratic Iraq in its place.""  Before a largely friendly audience at the Woodrow Wilson International Center for Scholars in Washington, Bush reviewed the reasons behind the 2003 invasion and presented a case for staying the course in Iraq until, he said, ""victory is achieved.""  ""When the history of these days is written, it will tell how America once again defended its own freedom by using liberty to transform nations from bitter foes to strong allies,"" Bush said.  Much is at stake for the president in today's balloting. While his own public approval ratings have recently seen slight improvements, overall support for the war remains at an all-time low.  Installing a fully functional, representative government amid continued violence and instability is a critical test of Iraq's fledging democracy.  In recent weeks, Bush has salted his speeches with acknowledgments of the setbacks and challenges of stabilizing Iraq, while sticking to a largely rosy assessment of progress.  He called today's vote a major turning point for the region.  ""We are living through a watershed moment in the story of freedom,"" Bush said. ""Iraqis will go to the polls to choose a government that will be the only constitutional democracy in the Arab world.""  Bush conceded during last year's presidential election that it appeared Saddam did not have the weapons of mass destruction originally cited by the administration as the primary justification for the war.  He argued Thursday that even putting that issue aside, there were plenty of reasons to wish Saddam out of power: for the good of the Iraqi people, for the future of the region and for national security at home.  ""The United States did not choose war. The choice was Saddam Hussein's,"" Bush said. ""Given Saddam's history and the lessons of September the 11th, my decision to remove Saddam Hussein was the right decision.""  For some Democrats, Bush's revisiting of the reasons behind the invasion reopened the debate on how the war was justified at a time when many are calling for a timetable for a troop pullout. Forty Senate Democrats and an independent sent him a letter demanding he provide a plan and a schedule for withdrawal.  ""The president's speech today failed to provide the American people with any insight into his strategy for completing the mission,"" Senate Minority Leader Harry Reid, D-Nev., said.  Rep. John Murtha, D-Pa., whose criticism of Bush's handling of the war largely galvanized his party's opposition, expressed irritation at the president's continued linking of Sept. 11 and the war in Iraq, and his citing of Iraq's emerging democracy as a justification for the war.  ""We go to war because of our national security interests. We don't go to war to start democracy in another country,"" Murtha said. ""We go to war for one reason, and they keep mischaracterizing why we went to war by telling a history that turns out not to be true.""  Sen. Edward Kennedy, D-Mass., said he hopes 2006 will prove a year of transition in Iraq, with security and other functions transferred back to that country, ""the sooner, the better.""",0,,,0.0,0
1034,"
Chicago Exchange to Quote
Stock Prices in Sixteenths
","
CHICAGO -- Adding to the momentum to narrow stock spreads, the Chicago
Stock Exchange says it will quote New York Stock Exchange-listed stocks
in sixteenths of a dollar.



The Chicago Stock Exchange said yesterday it would narrow the minimum
increment at which it would quote stock prices to 1/16 from 1/8 as soon
as the necessary technological changes are made, expected by June 30.

 The Philadelphia Stock Exchange and Pacific Exchange have already said they plan to quote stocks in sixteenths. However, all three of the regional markets said they are waiting for enhancements to the Intermarket Trading System, which electronically links the country's stock exchanges, enabling brokers and specialists to access the best price for a stock regardless of where it is displayed.    The ITS agreed to make the technological enhancements to permit quotation of stocks in sixteenths last week. However, simply having the capability doesn't compel exchanges to quote or brokers or investors to trade in sixteenths. The New York Stock Exchange is studying the issue but as yet has no plans to move to sixteenths, a spokesman said. ",0,,,0.0,0
1045,City - HEDGE FUNDS - Should you hedge your bets? Sophisticated Investing They're not just for the rich ...,"City - HEDGE FUNDS - Should you hedge your bets? Sophisticated Investing They're not just for the rich but, says Paul Farrow, hedge funds have yet to catch on. 


	

Hedge funds were traditionally the preserve of institutional investors and super-rich individuals. But several recent entrants to the market offer ordinary investors a home for their #7,000 Isa allowance.  The companies that launched the funds - Deutsche Bank, Morley Fund Management, HSBC and Hendersons - all pointed out that hedge funds could deliver absolute returns when markets were falling - as they were at the time of launch.  But several months on, the signs are that hedge funds have yet to capture the private investor's imagination.  It is understood that Deutsche Bank's Xavex hedge fund, launched in February, has raised just #55m of its #200m target and HSBC European Absolute Return just #45m of its hoped-for #250m.  Other fund managers, who had been looking to join the hedge fund crowd, have decided to hold off because the UK investor is not yet considered to be ready for the concept.  Marketing efforts to lure investors were not helped by the Financial Services Authority which, in March, described hedge funds as ""exotic investments"" and warned that they were unregulated financial products.  ""The retail market has been disappointing,"" says Jacob Schmidt of Allenbridge, an independent financial adviser.  ""Deutsche and HSBC failed to get anywhere near their target. Pretty well every investment company was looking at hedge funds, but now they're holding back."" ",0,,,0.0,0
1048,"
Recent SEC Filings
","
WASHINGTON -- The following issues were recently filed with the
Securities and Exchange Commission:



Chase Residential Mortgage Conduit Inc., a subsidiary of Chase
Manhattan Bank, which itself is a unit of Chase Manhattan Corp., a
shelf offering of up to $1 billion of pass-through certificates
representing interests in a pool of one to four-family mortgage
loans.

 Corrpro Cos., an offering of 2,087,000 common shares, with a 30-day overallotment option for underwriters to buy up to 313,050 additional shares, via NatWest Securities Ltd. and McDonald & Co. Securities Inc.    La Jolla Pharmaceutical Co., an initial offering of 2.8 million common shares at an anticipated $7.50-$9 a share, via D. Blech & Co.    Olin Corp., a proposed shelf offering of up to $325 million of debt or equity securities.    Project Software & Development Inc., a proposed offering of 2,050,000 common shares, at an estimated $10-$12 a share, via Piper Jaffray Inc. and First Albany Corp.    Tele Danmark A/S, Denmark, an initial U.S. offering of 25.9 million Class B shares in the form of American depositary shares, each representing one-half of one Class B share, via Goldman Sachs & Co. and Merrill Lynch & Co.    Winston Hotels Inc., Raleigh, N.C., an initial offering of 5.54 million common shares, via Morgan Keegan & Co. Inc.end. ",0,,,0.0,0
1052,Repossessions up  ,"The number of homes repossessed by banks and building societies last year rose to 17,000 says the Council of Mortgage Lenders who expect the 2007 figure to top the 19,000 mark following the further rounds of interest rate rises by the Bank of England. Last year 235,000 homebuyers admitted that they struggle to meet home loan repayments. The CML fears that the number of homeowners at least three months behind on mortgage payments is expected to go up by 23 per cent to 130,000.  

Costly DIY  
Essex homeowners who carry out their own do-it-yourself jobs in the home and end up botching are only costing themselves money when it comes to selling their property says the National Association of Estate Agents. Amateur workmanship not done properly could cost a homeowner as much as £5,000 for every room where they have unsuccessfully tried DIY says the association which also warns against owners carrying out so-called home improvement work, such as an extension, without first gaining the appropriate planning permisison from the local authority,    New loans for country homes    With mortgage lenders now re-launching a range of new loans following the recent surprise quarter-point rise in interest rates, the finance arm of Savills Estate Agents is now offering a an offset mortgage for City workers with huge bonuses who are looking to borrow a large amount of cash to buy a big country home. The rate is at 0.40 per cent under the base interest rate which means it works out at 4.85 per cent. It's available for up to 85 per cent LTV with a minimum loan of £200,000 whilst the maximum is £5m. The Savills Private Finance deal only charges for early repayment.    Eco-friendly homes    Essex homeowners who are genuinely concerned about trying to make their home more eco-friendly in line with the government's aim for carbon-neutral houses by 2016 can learn about practical ways of doing so by going along to The Ecohomes Show being staged at the NEC, Birmingham from March 22 to 25. There will be free daily seminars on the subject and the show will feature a wide range of products and services designed to help homeowners to reduce emissions from their homes. For details and tickets visit  www.homebuildingshow.co.uk . Tickets are £8 in advance on 0870 906 2002 or £12 on the door.    Static houseprices    House prices on average remained static last month according to Hometrack, using estate agents' data, with just London (up 0.8 per cent) and Essex/South East (up 0.3 per cent) bucking the trend. It's a similar tale from the Nationwide Building Society, which uses mortgage data, and says house prices are rising at their slowest rate since May of last year. The society says average prices increased 0.3 per cent in January with annual property inflation at 9.3 per cent, down from 10.5 per cent four weeks ago.  ",0,,,0.0,0
