,article_title,text,relevant_campbell,relevant_kristen,mismatch
105,Offshore bonds better onshore counterparts bob goulding | Clerical Medical,"Supplement Offshore bonds better onshore counterparts bob goulding | Clerical Medical     Offshore bonds are beneficial for investors who have more than £250,000 to invest or are considered a non-domicile or non-resident for UK tax purposes.      According to Bob Golding, international planning manager at Clerical Medical, offshore bonds can outperform onshore on long-term investments of £250,000 or more, due to the compounding effect of gross roll up. However, he said it was necessary for clients to have a bond for at least 20 years to benefit from this.      For example, if a client invested £250,000 in an offshore bond and the same amount was put into an onshore bond, the offshore product would outperform the UK-domiciled bond after 20 years, if an 8% growth rate was assumed. After 30 years the offshore product would have grown to £1,100,000 compared to the onshore product with £1,000,000.      This takes into account both taxes and charges for the bonds. The onshore bond has been taxed 20% within the fund, while the offshore bond has had a 40% charge applied to the gains. However, Golding stressed that high-income earners could be taxed a further 20% on gains in an onshore bond.      As charges are also generally higher on offshore bonds, the final net return on smaller investments for shorter time scales does not make it worthwhile as the compounding effect of gross roll up does not have time to take effect, Golding explained.      However, he argued offshore bonds were beneficial for non-domiciles, non-UK residents and those absent for more than 182 days in one tax year.      He said gains on an offshore life policy could be reduced directly in proportion to the time the policyholder spent as a non-UK resident. For a non-domicile or a person not born in the UK, an offshore bond would be considered outside the scope of UK inheritance tax. According to Golding, there are around 60,000 non-domiciles in the UK, with this number steadily rising.      Offshore bonds also provide investors with a greater fund choice compared to onshore bonds, Golding pointed out. He explained: ""Permissible funds can include hedge funds as well as offshore deposit accounts. Also, if a client wanted to use discretionary management services this would also be allowed.""      The advantages of an onshore bond, Golding explained, included capital gains tax indexation and lower management charges which can be deducted from a fund's income for tax purposes.      Taxpayers who are on a low income when encashing the bond pay no further tax liability, while higher rate tax payers pay 36% once the initial 20% tax has been taken from within the fund. This compares to 40% tax on an offshore bond (see diagram above).      key points      Offshore bonds outperform onshore for investments other than £250,000 held for more than 20 years      Onshore bonds outperform offshore for smaller sums and shorter time scales      Offshore bonds beneficial for a non-resident and a non-domicile",0,1,1
106,Money Management: Keeping it in the family.,"Money Management: Keeping it in the family.     It was uncertain how many providers would launch family pension products after Chancellor Gordon Brown's announcement in the Budget that these plans would still attract a tax charge when passing pension assets from generation to generation.      But Origen, the IFA business owned by Aegon, has clearly decided that the product still has its attractions with the launch of its first family self-invested personal pension.      The pension is established under a separate sub-trust within a SIPP and brings spouses, children, family members or friends into the SIPP prior to death as additional members.      Up to age 75, pension members use drawdown to provide an income; if they die during this time, a dependant's pension may be paid or money may be taken out of the pension to be paid to a beneficiary, less a 35% tax charge.      From age 75, an alternatively secured pension (ASP) is used to provide income; if a member dies during this time any dependant's pension would be paid with the balance of the fund going to the recipients' pension schemes, minus any IHT liabilities.      Charges vary by type of member: founder members and additional members who contribute more than AGBP3,600 pa pay an establishment fee of AGBP300, an annual fee of AGBP500 and AGBP150 pa for drawing an income.      Additional members who contribute AGBP3,600 pa or less pay a set-up charge of AGBP250 and AGBP200 pa. Non-contributing members pay a set-up fee of AGBP250 then AGBP100 pa. IFA commission is available, but must be paid out of the client's funds.      www.origenfs.co.uk   MM view - In abolishing the requirement that everyone must buy an annuity by age 75, the Chancellor opened up the possibility of passing on pension assets after death. Until he clarified their tax position in the Budget, it had been hoped that they could be passed to the next generation intact, with no IHT liability.      However, Brown stated in the Budget that assets held in an ASP would be considered part of a pensioner's estate and therefore could be subject to IHT before being passed to heirs' pension funds.      Many people prefer passing on 60% of leftover pension assets to their heirs rather than nothing. But news has emerged that a loophole in the Finance Act 2005 makes it possible for pension assets to be passed to other scheme members without paying any IHT through a small self-administered scheme (SSAS).      SSASs are no longer required to purchase a pension from an insurance company and can instead pay out directly from the scheme itself, reallocating money to other scheme members when one member dies.      This type of pension is not an option for all, but for those that can set up SSASs, (eg, small family businesses), this loophole makes it a more attractive alternative than the family SIPP proposition. Any IFAs also wishing to market this SIPP should contact Origen direct.      monica.woodley@ft.com      49045288",1,1,0
107,Some banks offer reward points for debit card use,"MONEY Some banks offer reward points for debit card use     Credit card users have long enjoyed rewards for charging purchases, staying at certain hotels or flying on designated airlines. Now, as debit cards claim a rising share of electronic sales, more banks are offering points for debit card use, too.      Increasingly, debit card users are gaining points redeemable for plane tickets, merchandise or cash.      Last week, MasterCard joined with Upromise, an educational services company, to let banks deposit money into customers' college savings plans when they pay grocery, gas or restaurant bills with a debit card. This year, Washington Mutual introduced a debit card that gives customers 3 cents back for each purchase, up to $250 a year in rebates.      Citibank now awards customers points for using its bank products and services, including debit cards.      Bank of America offers to round up debit card users' purchases to the nearest dollar, then transfer that amount to a savings account.      Be aware, though: Debit card rewards tend to be leaner than credit card rewards. For example, banks generally offer one point for every $2 spent with a debit card, compared with one point for every $1 spent with a credit card, says Chris Allen of Dove Consulting.      If you're trying to earn a plasma TV or a vacation trip through debit card use, it'll generally take twice as long with a debit card as with a credit card. ""Banks are not going to be able to offer the same wham-bam experiential type of thing"" because they're not getting the finance or penalty charges they do from credit cards, says David Robertson of Nilson Report, a card industry newsletter.      Still, more banks are rolling out debit card rewards. In 2005, more than one-third of financial institutions gave rewards for debit card use, up from a fourth in 2003, Dove says. About a third of banks that don't offer such a program are considering it, the firm says.      The rewards are being offered as debit card use is rising. One third of retail purchases were made by debit cards in 2005, up from 26% in 2001, according to the American Bankers Association and Dove Consulting. During the same period, the percentage of retail purchases charged to credit cards fell slightly.      ""It's an evolution in the marketplace,"" says Stacey Pinkerd of Visa USA. ""Consumers are using (debit) cards like mad.""      Banks encourage customers to sign rather than enter personal identification numbers on debit card purchases because banks get higher fees for signature sales. If you sign for a $100 debit card purchase, the store will have to pay banks an average fee of $1.39, compared with 61 cents if you enter a PIN, the Nilson Report says.      These costs, though, are typically being passed on to people in the form of higher prices for products, notes J. Craig Shearman of the National Retail Federation.      GRAPHIC, Color, Adrienne Lewis, USA TODAY, Source: American Bankers Association and Dove Consulting (BAR GRAPH)",0,0,0
108,"Personal Business: OK, if I Just Pay the Card Minimum. . .Ouch","Personal Business: OK, if I Just Pay the Card Minimum. . .Ouch     You know that making only the minimum required payments on a credit card can be extremely costly over time. Several lawmakers want to make sure you see exactly how steep the tab can be -- by requiring personalized disclosures of the time and total interest payments it could take to retire your debt.      In the meantime, you can also find those scary numbers yourself, using online tools such as one at Bankrate.com.      Consider a consumer with a $7,000 balance on a card with a 12% interest rate. If the person paid the minimum due, typically 1% of the balance plus interest each month, it would take nearly 28 years -- yes, you read that correctly, 28 years -- to pay the balance down. The payment would start at $139.30 a month and get smaller as the balance fell. The total interest, $6,762.18, would nearly equal the original debt, according to Bankrate.com.      But if the consumer continued to pay a steady $139.30 every month, the debt would be paid off in less than six years and interest would amount to about $2,775, the online calculator shows. Pay $200 a month, and you'd be done in less than four years. At Bankrate.com, click on the ""Credit Cards"" tab and then, under ""Calculators,"" go to ""Paying the minimum.""      Five bills that would mandate customized disclosures are pending in Congress. Supporters hope to get some momentum from a recent study by the Government Accountability Office, the investigative arm of Congress, on whether such disclosures might lead cardholders to make more-informed financial decisions. In a survey of cardholders, GAO found that people with credit-card debt wanted customized disclosures and found them very useful.      In the future, under the Bankruptcy Abuse Prevention and Consumer Protection Act of 2005, card issuers will be required to include on statements a general disclosure about the consequences of making only minimum payments, as well as a toll-free phone number for obtaining individualized information. The Federal Reserve is working on regulations to implement that law, which it expects to finish by the end of next year.      The GAO found that some lawmakers, consumer groups and educators believe that customized disclosures would be more noticeable and cause consumers to make larger payments or change how they use their cards. But card issuers told the GAO the proposed change wouldn't have much impact. They said the number of cardholders who routinely make only minimum payments is small, and that those who do pay the minimum probably can't afford to do otherwise.      The GAO study, released last month, was requested by Sens. Paul Sarbanes, (D., Md.) and Daniel K. Akaka, (D., Hawaii). Sen. Akaka introduced one of the credit-card disclosure bills and he ""hopes that the GAO report will boost support for his efforts in passing his legislation,"" says his press secretary.      License this article from Dow Jones Reprint Service",1,1,0
109,Wealth: What you can learn from the big-money investors,"Wealth: What you can learn from the big-money investors     Big institutional investors are different from you and me. But that doesn't mean we can't learn from the way they handle money.      True, pension funds and other large players have more investment expertise and more access to investment talent. But here's a secret: In hiring independent investment firms to manage U.S.- and foreign-stock holdings, institutions stick to a methodical approach that anyone can follow.      How? When choosing a mutual fund or hiring any investment professional, pay attention to these criteria that institutions use in manager searches.      -- Process: Look for a Strategy      ""The first thing we look for is the business strategy: What is the firm as an organization trying to do?"" says Mary Cottrill, a senior portfolio manager for the California Public Employees' Retirement System, who oversees the pension fund's U.S. and international stock managers.      Every money manager Calpers hires must face a rigorous grilling, starting with a long questionnaire probing the firm's investment philosophy and how it aims to deliver solid long-term results. ""There's got to be some edge,"" Ms. Cottrill says. ""We always ask `What's the unique characteristic that your firm brings? What differentiates you from your competitors?'""      -- People: Incentives and Pay      A money manager's most valuable assets go home each night. So it's crucial that a firm has proper incentives to retain personnel, says Roger Fenningdorf, head of global manager research at Rocaton Investment Advisors LLC, a pension-plan consultant in Norwalk, Connecticut.      It's also important that the people overseeing the business be separate from those who oversee clients' money, and that succession plans exist so departures don't disrupt the investment process. ""We focus on firms that have a stable investment team and business team, and have a strong philosophy on [regulatory] compliance,"" Mr. Fenningdorf says.      -- Focus: Straight and Narrow      Discipline and consistency are among the qualities institutions value most. They are specific about dividing holdings across asset classes. Managers generally are hired for a certain expertise -- small stocks, foreign stocks, growth or value -- and are expected to stick to their knitting. ""We want to make sure they do what they say,"" Mr. Fenningdorf notes. Otherwise, there's a risk a slumping manager could switch to a hot sector, upsetting a carefully built portfolio. Discipline keeps managers on track until the tide turns in favor of their style.      -- Passion: What It Means      ""We're looking for talented, tenured, experienced teams that are passionate about investing,"" said Joe Brennan, head of portfolio review at Vanguard Group, the mutual-fund giant.      ""We see hundreds of potential managers a year,"" he says. Some managers gush about the number of new accounts or revenue their firms reeled in lately. Those aren't the priorities that Vanguard supports, Mr. Brennan says. ""Most great managers, you can't shut them up about stocks -- that's all they want to talk about,"" he says.",1,1,0
110,"Planner: Turn portfolio to more conservative path ; Without a secure job, it's important to tone down risk","MONEY Planner: Turn portfolio to more conservative path ; Without a secure job, it's important to tone down risk  Stacy Kopper has done two things very well, says Janet Briaud, a financial planner in Bryan, Texas.   ""She has developed a really nice portfolio for her age and kept her spending way down in this uncertain time,"" Briaud says.   The main thing Kopper needs to do, she says, is tone down the risk in her portfolio. ""If you don't have a secure job, then you want your portfolio to be more secure and safe.""   Given that Kopper plans to continue working into retirement age, as long as her investment assets grow a little bit, she doesn't need to take a lot of risk. Another reason to err on the side of caution is that stock valuations are high now.   ""It's just a time for Stacy especially to be pretty conservative,"" Briaud says.   To accomplish that, Briaud suggests that Kopper:   * Invest the IRA accounts in Treasury Inflation Protected Securities (TIPS). ""They are very safe and secure investments that I think are underutilized,"" Briaud says. ""They are tax inefficient, so you want them in a retirement account.""   * Divide the roughly 30% of her assets now in the non-retirement portfolio among three mutual funds. Because the market is overvalued, Briaud recommends a mix of value-oriented funds and funds with a hedging strategy to help protect against volatility.   Specifically, she recommends a small-cap value fund, such as Oakmark Small Cap, and an international value fund, such as Tweedy Browne Global Value or Longleaf Partners International.   Briaud's third stock fund recommendation is Hussman Strategic Growth, which invests in U.S. stocks with the goal of preserving capital during unfavorable market conditions.   * Maintain her current cash position. ""She's got about 20% in cash, and I think that's appropriate,"" Briaud says.   * Put about 20% of her portfolio in a laddered portfolio of short- term Treasury bills or bank certificates of deposit with maturities ranging from one to three years. That money could later be used for a down payment on a home.   * Invest another 10% in an international bond fund, such as Pimco Global. ""I think eventually the dollar will come down, and another 10% in an international bond fund would help in that environment,"" she says.   Kopper should focus on getting the job she wants and making her portfolio more conservative. Once she's done those two things, she can begin to think about buying a home.   For the moment, she is lucky not to own a home, Briaud says. Home prices are high, and not owning a home gives her more flexibility in her job hunt.   The fact that Kopper's expenses are low and she has accumulated sizable savings gives her unusual freedom to make major changes. ""Her biggest asset is ability to earn,"" Briaud says.      Your portfolio: Each month an expert examines a reader's portfolio  GRAPHIC, B/W, Source: Lipper (CHART); PHOTO, B/W; Caption: Briaud",1,1,0
111,Portman: Hasn't Received Any Takeover Approaches,"Portman: Hasn't Received Any Takeover Approaches     PERTH (Dow Jones)--Portman Ltd. (PMM.AU) said Monday that it hasn't had any approaches from Hong Kong's Mega Harvest Resources, despite media speculation that the iron ore miner is in the sights of Hong Kong businessman Lee Ming Tee.      ""There have been no discussions and no approaches at this point,"" Portman Managing Director Barry Eldridge told Dow Jones Newswires in an interview.      His comments follows confirmation earlier Monday that Mega Harvest Resources Ltd. has increased its stake in Portman to 7.48% from 6.65%.      Eldridge said that he does not know whether Lee Ming Tee is associated with Mega Harvest, a company registered in the British Virgin Islands.      ""We're in the process of trying to determine who the beneficial owners of Mega Harvest are and hopefully we'll get that in the next day or so,"" Eldridge said. [ 10-05-04 0451GMT ]      Portman hasn't appointed a corporate adviser, but is ""looking at our options"", Eldridge added.      A takeover offer from Mega Harvest is ""one possibility"", although Portman is not ruling out that the company may be a ""passive investor"", he said.      ""I don't know what their intentions are as I haven't spoken to them,"" he added.      An Australian newspaper report Monday said interests associated with Lee Ming Tee are planning a takeover move after becoming Portman's biggest stakeholder through recent share purchases.      Shares in Portman have risen by around 13% since mid-April, in defiance of downward pressure on mining shares caused by fears of an economic slowdown in China.      Portman is currently ramping up an expansion of its Koolyanobbing mine in Western Australia following long delays due to environmental restrictions.      The company is Australia's third biggest iron ore producer, but is much smaller than industry heavyweights Rio Tinto Plc (RIO) and BHP Billiton (BHP).      Portman sells around three quarters of its annual production in China and expects to produce more than five million metric tons of iron ore in 2004.      Late last month, Eldridge said he was comfortable the company will meet market profit forecasts for 2004.      Predictions from analysts are broadly between A$26 million and A$30 million, he noted. ""I'm comfortable with that range,"" he said.      Portman's marketing office in Beijing doesn't expect efforts in China to slow the local economy to have ""any impact on the demand for our iron ore,"" he added at the time.      At about 0500 GMT, Portman's shares were up two cents at A$1.63, off its intraday high of A$1.65. The company has a market capitalization of about A$280 million.      The substantial shareholder notice filed by Mega Harvest Resources said it now owned 12.82 million Portman shares, up from 11.40 million shares when the last notice was filed.      By Stephen Bell, Dow Jones Newswires; 61-8-9245-6408; sgbell@bigpond.com      -Edited by Ian Pemberton [ 10-05-04 0456GMT ]",0,0,0
112,Harsco Had Expected To Contribute $24M To Pension In '04,"Harsco Had Expected To Contribute $24M To Pension In '04                WASHINGTON (Dow Jones)--Harsco Corp. (HSC) currently has about 36,600  asbestos personal injury claims pending, according to its quarterly report  filed Friday with the Securities and Exchange Commission.          Included in the total, 26,650 cases were pending in the New York  Supreme Court for various counties in New York state, and 9,350 cases were  pending in state courts of various counties in Mississippi, the filing said.          The remaining claims are filed in various counties in several state  courts and in U.S. Federal District Court for the Eastern District of  Pennsylvania, the filing said. Those complaints assert lesser amounts of  damages than the New York cases, or they don't state any amount claimed,  according to the filing.          As of March 31, Harsco said, the company had obtained summary  judgment before trial or dismissal by stipulation in all cases that proceeded  to trial.          In addition, the company reached agreement with one plaintiff's  counsel in Mississippi to dismiss it from 2,900 cases in that state, the  filing said. Harso said it is awaiting entry by the Mississippi courts of the  appropriate orders of dismissal of those cases.          As reported, the court in New York County in December 2002 issued an  order creating a ""deferred docket"" for all pending and future asbestos claims  of plaintiffs that don't meet minimum criteria for discernible physical  impairment and an ""active docket"" for plaintiffs that are able to show such  medical conditions.          Harsco said the court made significant progress toward finalizing the  deferred docket for 1997 and 1998 cases.          As of March 31, the court has designated a total of 460 cases to the  active docket and assigned to trial groups scheduled for trial for the period  of February 2004 through February 2005, with the company named in only 164 of  those cases, the filing said.          Harsco also said that it was dismissed from all 14 cases that it was  named in the February 2004 trial group and is working to obtain dismissals  for all 28 of the cases that it was named in the May 2004 trial group.          The company said the lawsuits filed in the state courts of  counties in Mississippi were filed in the fourth quarter of 2002 before the  more restrictive ""deferred docket"" legislation took effect.           Also in the filing, Harsco said it expects to contribute a total of  about $19.8 million to its defined benefit pension plans in 2004, down from  its original estimate of $24 million.          In the first quarter ended March 31, the company said it contributed  $200,000 to its U.S. plans and $4.1 million to its international plans.          Harsco currently anticipates contributing an additional $1.2 million  for its U.S. plans and $14.3 million for international plans during the  remainder of 2004, the filing said.          Harsco is an industrial service and products company.    -By Chad Clinton; Dow Jones Newswires; 202-862-1349;  chad.clinton@dowjones.com       [ 05-10-04 1336ET ]",0,0,0
113,Mail Money - MONEY BOX.,"Mail Money - MONEY BOX.     Lesley Collins, head of Independent Women Financial Advisers in Edinburgh and Glasgow, answers your queries      IAM in my early thirties and have never been good with money. My friends all have their own flats and seem to save each month. I don't have any real debt but seem to live from month to month. How can I get my finances in order?      MAKE an appointment with an IFA ask your friends to recommend someone or there are details on the internet of many in your area. Ask if they can help you complete a monthly income and expenditure plan and assess how you spend on basics each month and how much you can save, for short, medium and long term goals. MY husband and I are in the final stages of divorce. I have agreed to a lump sum of £40,000. As I have brought up our children, I've never paid into a pension. Is it too late to start? I don't actually need the money and I am aged 44.      IT depends on whether you are working and your income. If your total earnings are under £30,000, then you can pay £2808 net each year to your own stakeholder pension plan. As you get older, the amount you can pay may increase and you should ask your adviser to calculate the maximum each year. Until then, I would suggest you pay the £2808 now, also maximise your ISA allowance and with the remainder consider an investment that will allow you to withdraw £2808 each year to fund pension contributions. IAM due to get ill health retirement next month on a pension of £12,000 each year and lump sum of £35,000. I have an endowment mortgage of £12,000 with eight years to run. My policy appears to be on target to repay the loan but should I use my lump sum to pay off my mortgage? I could also overpay £150 to my mortgage each month. My husband earns a good salary but his pension will be lower when he retires in seven years.      I WOULD suggest you keep paying your mortgage and as your endowment is on target I see no reason to stop this now. If you can save £150 maybe an ISA would be better. This way, you will accrue a further lump sum which could be used once your husband stops work. You should also invest your lump sum wisely so you still have your capital to fall back on. IHAVE been with the same mortgage lender for almost 10 years. A lot of my friends seem to remortgage all the time. Can I do this without incurring a lot of extra cost? nIF you are not tied to your current lender you can remortgage without penalty. Shop around for the lender who offers the best rate and this will save you on monthly repayments. Some firms also offer to pay legal and valuation costs.",1,1,0
114,"Street Smart: Economy Watch -- Inflation Is Worse Than You Thought --- If the CPI does not reflect the true cost of living, your retirement...","Street Smart: Economy Watch -- Inflation Is Worse Than You Thought --- If the CPI does not reflect the true cost of living, your retirement plans could suffer     ECONOMISTS watch the consumer price index very carefully. And when it's released in the middle of each month, the response is nearly universal - they tell you it's wrong.      Foremost among the complaints: The CPI doesn't accurately measure how inflation hits the Average Joe. Many economists believe it sometimes lowballs inflation, which can reduce your comfort level in retirement.      In calculating CPI, the Bureau of Labor Statistics looks at changes in the price of consumer goods and services. The bureau tracks thousands of prices, from the cost of a doctor's visit to the price of houses and cars. But critics say the measure misses some quickly climbing costs, such as health care premiums and property taxes. That might explain why CPI was up 2.3 percent in 2003 but real life felt more expensive.      Where does the measure come off the tracks? First off, when figuring changes in housing costs, the bureau, oddly enough, doesn't use real estate prices. Instead, it calculates the value of a house based on what it would cost to rent. ""Housing has really mucked it up,"" says Dan Fuss, manager of the top-performing Loomis Sayles Bond fund. ""When you look at real estate ads, you see the housing prices going way up, but the rental costs are not. It's a distorted view.""      Another snag: The index is tweaked to account for product improvements, which offset rising prices. So while the cost of a car increases, the difference might be revised downward if the car now has airbags and a navigation system. But if you can't buy a car without airbags, it's still a rising cost. Plus, there are no revisions for deteriorating services. Have to wait hours in the doctor's office, despite rising health care costs? Too bad.      There are advantages to the government that result from keeping CPI low: Increases in Social Security benefits are linked to the index, so increases are lower (and pensioners are poorer). Additionally, it allows the Federal Reserve to keep rates low, making it easier for the government and consumers to manage debt. ""We wonder if things haven't gone overboard to keep the federal debt down and the deficit down and the cost of debt down,"" says Jim Floyd, a senior analyst with The Leuthold Group.      A lowball CPI is bad news if you own Treasury Inflation-Protected Securities. TIPS have been popular in recent years as insurance against rising inflation because the yield is pegged to the CPI. But if the increases lag the real cost of living, retirees can't rely on the yield to pay for ever-more-costly staples. So what can you do about it? There's no easy answer. Save more, spend less, and when that CPI number is released, take it with a grain of salt.",1,1,0
115,Teachers blasts Caisse loophole,"Business Teachers blasts Caisse loophole     The Ontario Teachers Pension Plan Board said Monday that the exclusion of Caisse de dépôt et placement du Québec from Ottawa's recently proposed cap on pension funds' ability to invest in business trusts is ""unfair and discriminatory.""      Thanks to a tax-based loophole, Caisse - the largest pension fund manager in Canada with about $140-billion in assets - and the Quebec pension plans managed by it, are not subject to the investment limits announced by the federal government in the March budget. Pension funds can only place 1 per cent of their assets into a business income trust, and own no more than 5 per cent of any one trust.      Lee Fullerton, spokeswoman for the Teachers pension plan, Canada's second-largest pension fund, said that the proposed rules will put them at a competitive disadvantage by ""severely limiting our ability to make money for teachers. Caisse does not have that restriction placed on them.""      The new rules from Ottawa will have a significant impact on Teacher's holdings, which are above the newly-permitted limit, and will prevent the pension fund from fully participating in events such as income trust IPO's, Ms. Fullerton said.      ""We will be eliminated from many markets,"" she said. If this legislation goes through, Caisse and other pooled investments will have a ""tremendous competitive advantage competing for investments with all other Canadian pension plans.""      Teachers said it is talking with other pension plans to make sure they are aware of the inequality. It said it has also voiced its objections to the federal and provincial governments.      The Ontario Municipal Employees Retirement Board (OMERS) told globeandmail.com last week that Caisse's exemption is ""unfair"" and said it is also discussing the issue with other pension plans.      The Caisse did not immediately return phone calls Monday.      Harry Adams, a spokesman for the federal government's Finance Department, said the Caisse is an ""agent of the Crown"" in Quebec, which makes it exempt from taxation and as wells as the proposed restrictions.      The only way the Caisse could be forced to comply with the new rules would be if the province of Quebec ""decided it wanted to do so itself,"" Mr. Adams said.      Income trusts, quickly approaching $90-billion in market capitalization, have become increasingly popular because of the steady stream of income they pay to investors and the advantages provided by their largely tax-free structure.      ""The proposed legislation is discriminatory against teachers and other members of Canadian pension plans,"" Ms. Fullerton said. Teachers, which invests $75-billion to cover pensions for 248,000 current and retired teachers, is an active player in the income trust sector.      The Caisse manages assets for more than 20 Quebec insurance and pension funds, including the Quebec Pension Plan and the Quebec Automobile Insurance Society. By exempting the Caisse from restrictions placed on the rest of Canada's pension funds, it allows billions of dollars to fall outside of the new rules.      Globe and Mail Update",0,1,1
116,"SL venture capital firm creates list of top tech, biotech leaders","SL venture capital firm creates list of top tech, biotech leaders     Salt Lake-based vSpring Capital last week unveiled the inaugural v|100, a peer-selected community of elite entrepreneurs based in Utah (or with significant ties to the state) deemed most likely to play an active role in building and growing successful technology or biotechnology companies in the next five to seven years.      Officially known as the vSpring Capital Top 100 Venture Entrepreneurs, the v|100 was conceived by vSpring as a tool to recognize the region's outstanding entrepreneurs and to support and promote collaborative partnering and mentoring among top entrepreneurs in the region. Although vSpring took initial steps to organize the v|100, the ongoing direction of the community will be determined by its members, as they have the opportunity to share their insights and opinions in shaping this unique community.      Organization of the v|100, began in late 2003 when leading members of the Utah business community were asked by vSpring to nominate the top 100 venture entrepreneurs based upon the following criteria:      * Individuals most likely to lead a successful venture in the next five to seven years in the information technology or biotech industries;      * Individuals who could be the CEO/CTO of a new venture; and      * Individuals with ties to the region (but not required to be Utah residents).      Entrepreneurs nominated then were contacted by vSpring and asked to participate in a confidential online survey to vote for the top 10 individuals each nominee felt would be the most likely to meet the same criteria, with the final tally generating the v|100.      Based on initial discussions with selected members of the v|100, vSpring has decided to build a private Web community accessible only to the v|100, that will allow and foster individual and group dialog between members and vSpring partners. Additionally, the v|100, will be invited to participate in a vSpringsponsored recognition lunch and golf tournament designed to kick off the group's inauguration and to further promote collaboration among v|100, members. They will also be invited to participate in ongoing, executive-level roundtables and will continue to help identify and recognize Utah's often overlooked populous of successful executives and managers.      Not surprisingly, more than 90 percent of the members of the inaugural v|100, live in Utah. Additionally, these individuals have raised more than $1.8 billion in capital and formed companies leading to the creation of more than 7,000 jobs. The vast majority (more than 70 percent) has founded Utah-based businesses during the past 10 years.      A complete list of the v|100, can be found at    www.vspring.com.      vSpring is an early-stage venture capital fund focusing on investment opportunities in information technology and life sciences. vSpring capitalizes on the managerial skills and operating experience of its principals to successfully invest in and mentor early-stage companies. vSpring has offices in Salt Lake City and Los Alamos, N.M.      Copyright Enterprise Business Newspaper Inc. Apr 05, 2004",0,0,0
117,Hercules Sees Asbestos-Related Payments $40M-$45M In '04,"Hercules Sees Asbestos-Related Payments $40M-$45M In '04        DJ CFA SOURCE:SEC 10-K    YEAR ENDED: 12/31/2003  SEC RECEIVED: 03/15/2004            WASHINGTON (Dow Jones)--Hercules Inc. (HPC) expects capital  expenditures in 2005 to be $70 million to $75 million, according to its  annual report filed with the Securities and Exchange Commission.            As reported, the maker of chemical specialties said 2004 capital  expenditures are seen at $65 million to $70 million.            In the 10-K from late Monday, Hercules said capital expenditures are  expected to be about $60 million in the years 2006 through 2008.         [ 03-16-04 0859ET ]                 According to the 10-K, Hercules projects asbestos settlement payments  of $40 million to $45 million in 2004 before consideration of any insurance  coverage or reimbursement.            Net of insurance, Hercules spent $40 million during 2003, the filing  said.            Hercules said it expects severance payments of $10 million in 2004.  Restructuring and severance payments were $21 million in 2003 versus $39  million in 2002, according to the 10-K.            Hercules also said it expects remaining tax payments from its  BetzDearborn divestiture to be between $11 million and $21 million, and  expects to pay them in 2005.            In April 2002, Hercules completed the sale of its BetzDearborn water  treatment business for $1.8 billion in cash, resulting in net after-tax  proceeds of $1.7 billion.            In 2003, Hercules paid $15 million in taxes related to the  divestiture.         [ 03-16-04 0926ET ]                 Hercules said in the filing that it expects pension and  postretirement benefit plan expenses of $58 million for 2004, $73 million for  2005 and $63 million for 2006.            The company said it made contributions of $55 million to its defined  benefits pensions plans in 2003.            Hercules said the projected increase in pension expense in 2004, 2005  and 2006 is because of the decline in interest rates and the unfavorable  performance of the company's pension investment portfolio from 2000 to 2002.            Hercules said a projected decrease in pension expense in 2006 versus  2005 results from favorable investment performance in 2003.            As previously disclosed, Hercules said it expects making voluntary  cash contributions of $40 million a year to its benefit plan over the next  few years.            Hercules said in the 10-K it contributed $40 million to its U.S.  benefit plan in January and $7 million to its non-U.S. pension plans in the  fourth quarter of 2003.         [ 03-16-04 1003ET ]                 In the 10-K, Hercules also disclosed that it repurchased 46,000 of  its CRESTS Units for $34 million in the fourth quarter, of which $27 million  was the units' preferred security component and $7 million its warrants  component.            Also in the fourth quarter, Hercules purchased $24 million of its  11.125% senior notes, recognizing a loss of $5 million.            Hercules said it also repurchased an additional $33 million of the  senior notes in 2004 at a cost of $40 million.    -By Brian Callaghan; Dow Jones Newswires; 202-862-1352;  brian.callaghan@dowjones.com       [ 03-16-04 1012ET ]",0,0,0
